zp energy zt 0->1 1->0 1->2 2->1 2->3 3->2 3->4 4->3 4->5 5->4 5->6 6->5
69 50 1 372.677 10.6879 250.372 22.5987 128.067 339.974 112.033 694.553 97.0526 1086.34 83.1252 1515.32
69 55 1 333.114 11.5803 221.631 24.5131 110.148 330.551 96.3214 671.764 83.4107 1048.15 71.4161 1459.71
69 60 1 300.374 12.4559 198.09 26.1088 95.8055 321.311 83.7508 649.842 72.501 1011.7 62.056 1406.89
69 65 1 272.839 13 178.486 27.2885 84.1333 312.392 73.5249 629.068 63.6297 977.319 54.4477 1357.14
69 70 1 249.363 13.5361 161.931 28.4511 74.4988 303.753 65.0875 609.175 56.3126 944.714 48.1743 1310.37
69 75 1 229.117 14.0645 147.783 29.5965 66.4483 295.364 58.0395 590.046 50.2025 913.642 42.9374 1266.15
69 80 1 211.482 14.5851 135.566 30.7001 59.6487 287.124 52.0885 571.372 45.045 883.444 38.5182 1223.34
69 85 1 195.991 15.001 124.921 31.3722 53.8511 279.942 47.0158 555.335 40.6498 857.553 34.7532 1186.6
69 90 1 182.279 15.3026 115.573 32.0351 48.8659 272.983 42.6551 539.739 36.8725 832.303 31.5182 1150.68
69 95 1 170.064 15.6001 107.305 32.6401 44.5469 266.227 38.878 524.863 33.6015 808.548 28.7174 1117.28
69 100 1 159.117 15.8381 99.9483 33.0443 40.7793 260.476 35.584 512.39 30.7495 788.786 26.2759 1089.66
69 105 1 149.257 16.017 93.365 33.4438 37.4726 254.812 32.6933 500.105 28.2472 769.322 24.1342 1062.46
69 110 1 140.335 16.1938 87.4443 33.8384 34.5538 249.232 30.1424 488.002 26.0394 750.147 22.2449 1035.67
69 115 1 132.227 16.3685 82.0955 34.0865 31.9643 244.044 27.8796 476.707 24.0814 732.076 20.5695 1010.15
69 120 1 124.831 16.4639 77.2433 34.2857 29.656 239.27 25.8629 466.191 22.3365 715.049 19.0769 985.843
69 125 1 118.061 16.5494 72.825 34.4832 27.5893 234.567 24.0576 455.828 20.7749 698.267 17.7411 961.883
69 130 1 111.845 16.6342 68.7881 34.679 25.7316 229.931 22.4351 445.612 19.3715 681.723 16.5408 938.264
69 135 1 106.12 16.7184 65.0878 34.7978 24.0553 225.73 20.9712 436.79 18.1056 667.977 15.4583 919.293
69 140 1 100.835 16.771 61.6862 34.8527 22.5376 222.108 19.646 429.194 16.9597 656.109 14.4785 902.854
69 145 1 95.9426 16.7915 58.5508 34.9081 21.1589 218.539 18.4424 421.706 15.919 644.41 13.5889 886.65
69 150 1 91.4039 16.8121 55.6533 34.9638 19.9028 215.02 17.3458 414.323 14.9711 632.875 12.7785 870.674
69 155 1 87.1842 16.833 52.9696 35.0197 18.7549 211.55 16.3439 407.044 14.1051 621.5 12.0383 854.919
69 160 1 83.2534 16.8541 50.4783 35.0321 17.7033 208.105 15.4261 399.855 13.3118 610.281 11.3604 839.384
69 165 1 79.5847 16.8731 48.1611 34.9649 16.7374 205.448 14.5832 394.09 12.5834 600.893 10.7379 825.855
