zp energy zt 0->1 1->0 1->2 2->1 2->3 3->2 3->4 4->3 4->5 5->4 5->6 6->5
71 50 1 812.247 8.9464 475.19 18.8674 138.133 333.333 120.486 684.789 103.988 1073.24 88.6412 1498.67
71 55 1 695.893 9.68061 407.542 20.4411 119.191 322.573 103.948 659.544 89.7072 1031.35 76.4685 1438
71 60 1 605.013 10.406 354.5 21.9946 103.988 312.192 90.6785 635.26 78.2513 991.196 66.7062 1380
71 65 1 532.306 11.0957 311.936 23.2272 91.5665 302.358 79.8383 612.613 68.8928 953.992 58.73 1326.49
71 70 1 472.984 11.5354 277.126 24.1791 81.2688 293.272 70.851 591.845 61.1329 919.898 52.1145 1277.43
71 75 1 423.801 11.9689 248.223 25.1173 72.6463 284.51 63.3277 571.974 54.6384 887.51 46.5786 1231.12
71 80 1 382.441 12.3962 223.89 26.042 65.3384 276.247 56.9514 553.402 49.1337 857.508 41.8854 1188.56
71 85 1 347.246 12.8173 203.168 26.9533 59.0889 268.296 51.4987 535.506 44.4261 828.585 37.8713 1147.53
71 90 1 316.994 13.206 185.351 27.5718 53.7071 261.026 46.8041 519.485 40.3739 802.948 34.4166 1111.42
71 95 1 290.748 13.4485 169.89 28.1038 49.0315 254.441 42.7255 504.862 36.8532 779.367 31.4146 1077.96
71 100 1 267.797 13.6878 156.37 28.6287 44.9437 248.064 39.1597 490.689 33.7751 756.503 28.7897 1045.51
71 105 1 247.59 13.924 144.471 29.0175 41.3514 242.208 36.0269 478.074 31.0711 736.615 26.4842 1017.83
71 110 1 229.683 14.0752 133.929 29.336 38.1747 236.967 33.2565 466.763 28.6801 718.725 24.4454 992.852
71 115 1 213.726 14.2165 124.538 29.6509 35.351 231.877 30.794 455.774 26.5548 701.342 22.6331 968.582
71 120 1 199.434 14.3562 116.133 29.9622 32.8312 226.878 28.597 444.98 24.6587 684.269 21.0164 944.744
71 125 1 186.575 14.4945 108.574 30.1374 30.5725 222.241 26.6277 434.944 22.9594 668.247 19.5675 922.148
71 130 1 174.953 14.5648 101.746 30.293 28.5382 218.03 24.854 425.706 21.4287 653.323 18.2623 900.879
71 135 1 164.412 14.6318 95.5567 30.4475 26.7011 213.89 23.2525 416.623 20.0468 638.648 17.0839 879.964
71 140 1 154.817 14.6984 89.9268 30.6007 25.0363 209.819 21.8014 407.69 18.7947 624.214 16.0164 859.392
71 145 1 146.052 14.7644 84.7865 30.7265 23.5206 205.969 20.48 399.462 17.6544 611.205 15.044 841.197
71 150 1 138.023 14.825 80.081 30.7679 22.1384 202.748 19.2751 392.749 16.6148 600.769 14.1574 826.81
71 155 1 130.648 14.8404 75.7615 30.8098 20.8746 199.668 18.1736 386.294 15.6644 590.688 13.3469 812.85
71 160 1 123.856 14.856 71.7861 30.852 19.716 196.636 17.1639 379.94 14.7932 580.763 12.6042 799.105
71 165 1 117.585 14.8719 68.1183 30.8946 18.6512 193.652 16.2359 373.683 13.9927 570.99 11.9217 785.571
71 170 1 111.783 14.8879 64.7266 30.9375 17.6703 190.713 15.3811 367.522 13.2554 561.365 11.2931 772.242
71 175 1 106.402 14.9042 61.5834 30.9338 16.7646 187.771 14.592 361.406 12.5748 551.837 10.7129 759.066
71 180 1 101.403 14.9183 58.6648 30.8808 15.9268 185.49 13.8621 356.468 11.9453 543.816 10.1764 747.533
71 185 1 96.7486 14.8916 55.9493 30.8295 15.1501 183.253 13.1855 351.622 11.3618 535.936 9.67906 736.196
71 190 1 92.408 14.8658 53.4184 30.7797 14.4287 181.051 12.5571 346.849 10.8199 528.175 9.21723 725.027
71 195 1 88.3532 14.8407 51.0553 30.7314 13.7574 178.882 11.9724 342.148 10.3158 520.528 8.78756 714.024
71 200 1 84.5587 14.8163 48.8449 30.6846 13.1311 176.772 11.4269 337.571 9.84535 513.081 8.38659 703.303
71 205 1 81.0024 14.7926 46.7742 30.6391 12.546 174.713 10.9172 333.103 9.40579 505.808 8.01188 692.828
71 210 1 77.665 14.7696 44.832 30.595 11.999 172.766 10.4407 329.027 8.99485 499.376 7.66158 683.815
71 215 1 74.5288 14.7473 43.0078 30.5523 11.4867 170.922 9.99446 325.307 8.6101 493.707 7.33363 676.122
71 220 1 71.5777 14.7256 41.292 30.5107 11.0064 169.103 9.57608 321.639 8.24935 488.117 7.02614 668.538
71 225 1 68.7974 14.7045 39.6764 30.4705 10.5553 167.311 9.18325 318.022 7.91064 482.605 6.73746 661.059
71 230 1 66.1749 14.6841 38.153 30.4314 10.1312 165.543 8.81391 314.455 7.59221 477.169 6.46607 653.683
71 235 1 63.6983 14.6642 36.7151 30.3934 9.73194 163.8 8.46624 310.938 7.29247 471.807 6.21063 646.409
71 240 1 61.357 14.6448 35.3563 30.3566 9.35565 162.08 8.13858 307.468 7.00999 466.519 5.9699 639.234
71 245 1 59.141 14.626 34.0707 30.3208 9.00027 160.403 7.8291 304.083 6.74317 461.363 5.74247 632.24
71 250 1 57.0418 14.6078 32.8532 30.2862 8.66457 158.748 7.53677 300.745 6.49114 456.277 5.52767 625.343
71 255 1 55.0512 14.59 31.6991 30.2525 8.34711 157.116 7.26035 297.451 6.25283 451.258 5.32456 618.536
71 260 1 53.1619 14.5728 30.6043 30.1827 8.04662 155.477 6.9987 294.178 6.02727 446.287 5.13234 611.801
71 265 1 51.3672 14.5561 29.5646 30.1075 7.76195 154.358 6.75086 291.804 5.81365 442.447 4.9503 606.286
71 270 1 49.6609 14.531 28.5764 30.0338 7.49196 153.254 6.51582 289.462 5.61106 438.658 4.77768 600.843
71 275 1 48.0372 14.4965 27.6364 29.9615 7.23567 152.165 6.2927 287.151 5.41875 434.92 4.61382 595.471
71 280 1 46.4908 14.4627 26.7415 29.8907 6.99215 151.091 6.08072 284.871 5.23605 431.231 4.45815 590.17
71 285 1 45.0171 14.4295 25.8888 29.8213 6.76058 150.032 5.87914 282.621 5.06233 427.59 4.31014 584.938
71 290 1 43.6114 14.3971 25.0758 29.7533 6.54013 148.99 5.68726 280.408 4.89696 424.007 4.16924 579.788
71 295 1 42.2696 14.3652 24.2998 29.6866 6.33006 147.97 5.50439 278.241 4.73935 420.498 4.03494 574.743
71 300 1 40.988 14.334 23.5589 29.6212 6.12982 146.964 5.33009 276.101 4.58913 417.034 3.90694 569.761
71 305 1 39.7631 14.3034 22.8509 29.5571 5.9388 145.971 5.16382 273.989 4.44584 413.613 3.78486 564.841
71 310 1 38.5915 14.2734 22.174 29.4943 5.75645 144.99 5.00511 271.904 4.30906 410.234 3.66832 559.982
71 315 1 37.4703 14.244 21.5263 29.4326 5.58226 144.025 4.8535 269.852 4.17841 406.916 3.55701 555.216
71 320 1 36.3966 14.2152 20.9062 29.3722 5.41574 143.148 4.70857 268.136 4.05353 404.334 3.45061 551.743
71 325 1 35.3678 14.1869 20.3121 29.3129 5.25645 142.284 4.56995 266.441 3.93408 401.784 3.34885 548.314
71 330 1 34.3814 14.1592 19.7427 29.2547 5.10399 141.43 4.43726 264.767 3.81975 399.267 3.25145 544.929
71 335 1 33.4352 14.132 19.1966 29.1977 4.95796 140.587 4.31018 263.115 3.71026 396.782 3.15818 541.587
71 340 1 32.527 14.1053 18.6725 29.1417 4.81801 139.755 4.1884 261.483 3.60533 394.327 3.0688 538.286
71 345 1 31.6548 14.0792 18.1693 29.0868 4.68381 138.933 4.07163 259.872 3.50472 391.903 2.98309 535.027
71 350 1 30.8168 14.0535 17.6859 29.033 4.55506 138.122 3.95959 258.28 3.40819 389.509 2.90087 531.807
71 355 1 30.0111 14.0284 17.2213 28.9801 4.43145 137.321 3.85204 256.709 3.31554 387.144 2.82195 528.628
71 360 1 29.2363 14.0037 16.7745 28.9283 4.31272 136.529 3.74873 255.156 3.22654 384.809 2.74614 525.487
71 365 1 28.4907 13.9795 16.3447 28.8774 4.19862 135.748 3.64946 253.622 3.14102 382.502 2.6733 522.385
71 370 1 27.773 13.9557 15.9309 28.8275 4.08891 134.976 3.55401 252.107 3.0588 380.222 2.60327 519.32
71 375 1 27.0816 13.9324 15.5325 28.7785 3.98335 134.215 3.46217 250.615 2.97968 377.978 2.53588 516.303
71 380 1 26.4154 13.9096 15.1485 28.7305 3.8817 133.471 3.37373 249.155 2.90348 375.782 2.47098 513.353
71 385 1 25.7732 13.8872 14.7785 28.6833 3.78382 132.736 3.28856 247.712 2.83012 373.612 2.40848 510.437
71 390 1 25.1538 13.8652 14.4217 28.637 3.68953 132.009 3.20653 246.286 2.75945 371.468 2.34828 507.555
71 395 1 24.5562 13.8436 14.0774 28.5916 3.59865 131.29 3.12746 244.876 2.69134 369.349 2.29027 504.708
71 400 1 23.9795 13.8224 13.7452 28.547 3.51102 130.581 3.05123 243.483 2.62567 367.254 2.23434 501.893
71 405 1 23.4225 13.8016 13.4245 28.5034 3.4265 129.879 2.9777 242.106 2.56233 365.183 2.18039 499.111
71 410 1 22.8846 13.7812 13.1148 28.4608 3.34493 129.187 2.90674 240.745 2.50121 363.137 2.12834 496.361
71 415 1 22.3648 13.7613 12.8155 28.4191 3.2662 128.729 2.83825 239.789 2.44222 361.598 2.0781 494.157
71 420 1 21.8623 13.7417 12.5262 28.3782 3.19016 128.294 2.77211 238.872 2.38526 360.113 2.02959 492.016
71 425 1 21.3764 13.7225 12.2466 28.3381 3.11669 127.864 2.70821 237.967 2.33022 358.646 1.98272 489.901
71 430 1 20.9064 13.7043 11.976 28.2988 3.04568 127.44 2.64644 237.073 2.27702 357.196 1.93742 487.811
71 435 1 20.4516 13.6865 11.7143 28.2602 2.97701 127.021 2.58672 236.189 2.22559 355.764 1.89362 485.745
71 440 1 20.0113 13.6691 11.4609 28.2223 2.9106 126.608 2.52896 235.317 2.17585 354.349 1.85127 483.704
71 445 1 19.5849 13.6521 11.2156 28.1852 2.84634 126.2 2.47307 234.455 2.12772 352.951 1.81028 481.687
71 450 1 19.1719 13.6354 10.978 28.1488 2.78413 125.797 2.41897 233.603 2.08113 351.569 1.77061 479.693
71 455 1 18.7717 13.619 10.7478 28.1131 2.72391 125.399 2.36659 232.762 2.03603 350.203 1.73221 477.723
71 460 1 18.3839 13.6029 10.5247 28.0781 2.66557 125.005 2.31586 231.931 1.99234 348.854 1.69501 475.775
71 465 1 18.0078 13.5872 10.3084 28.0438 2.60904 124.617 2.2667 231.109 1.95001 347.52 1.65897 473.85
71 470 1 17.6431 13.5717 10.0987 28.0101 2.55426 124.234 2.21906 230.298 1.90899 346.202 1.62404 471.946
71 475 1 17.2893 13.5566 9.89521 27.9771 2.50115 123.855 2.17287 229.495 1.86922 344.899 1.59018 470.065
71 480 1 16.9459 13.5418 9.69778 27.9448 2.44963 123.481 2.12808 228.703 1.83065 343.611 1.55735 468.205
71 485 1 16.6126 13.5273 9.50615 27.913 2.39966 123.111 2.08462 227.92 1.79323 342.338 1.52549 466.366
71 490 1 16.289 13.5131 9.3201 27.8819 2.35117 122.746 2.04246 227.145 1.75693 341.079 1.49458 464.548
71 495 1 15.9747 13.4991 9.13942 27.8514 2.30409 122.386 2.00153 226.38 1.72169 339.835 1.46458 462.75
71 500 1 15.6694 13.4855 8.9639 27.8214 2.25839 122.029 1.96179 225.624 1.68747 338.605 1.43545 460.972
71 505 1 15.3727 13.4721 8.79336 27.7921 2.214 121.678 1.92319 224.876 1.65424 337.389 1.40716 459.214
71 510 1 15.0844 13.459 8.62761 27.7633 2.17087 121.33 1.88569 224.137 1.62196 336.186 1.37968 457.476
71 515 1 14.804 13.4462 8.46648 27.7351 2.12896 120.986 1.84926 223.407 1.59059 334.997 1.35298 455.757
71 520 1 14.5313 13.4336 8.30979 27.7075 2.08823 120.647 1.81384 222.685 1.56011 333.821 1.32703 454.057
71 525 1 14.2661 13.4213 8.15738 27.6804 2.04862 120.338 1.77941 222.075 1.53046 332.894 1.30179 452.793
