zp energy zt 0->1 1->0 1->2 2->1 2->3 3->2 3->4 4->3 4->5 5->4 5->6 6->5
92 50 1 781.236 1.20289 564.744 2.55006 348.252 97.9321 304.71 207.827 264.014 332.235 226.165 471.156
92 55 1 699.774 1.39002 502.033 2.94154 304.291 99.017 266.132 209.336 230.491 333.898 197.371 472.704
92 60 1 632.541 1.5735 450.523 3.32486 268.506 98.9503 234.742 208.32 203.228 331.435 173.963 468.295
92 65 1 576.163 1.75325 407.544 3.7004 238.924 98.8803 208.805 207.284 180.709 328.91 154.636 463.76
92 70 1 528.246 1.92921 371.197 4.04944 214.148 98.8007 187.09 206.258 161.864 326.423 138.468 459.294
92 75 1 487.044 2.07808 340.102 4.71338 193.161 98.3876 168.703 204.446 145.912 322.888 124.787 453.714
92 80 1 451.257 2.38034 313.232 4.9704 175.207 97.279 152.98 201.646 132.276 318.072 113.096 446.557
92 85 1 419.897 2.51147 289.807 5.25258 159.716 96.2113 139.417 198.886 120.518 313.278 103.018 439.385
92 90 1 392.202 2.64802 269.223 5.54268 146.245 95.1766 127.627 196.189 110.299 308.579 94.2617 432.347
92 95 1 367.571 2.78622 251.011 5.82329 134.451 94.1566 117.307 193.533 101.358 303.954 86.6019 425.417
92 100 1 345.53 2.9009 234.795 6.03218 124.06 93.064 108.218 190.815 93.4844 299.286 79.8591 418.476
92 105 1 325.696 2.99911 220.275 6.24068 114.854 91.8647 100.168 187.924 86.5127 294.42 73.8897 411.351
92 110 1 307.756 3.09693 207.207 6.44802 106.657 90.7065 93.0004 185.159 80.3075 289.806 68.5778 404.648
92 115 1 291.457 3.19409 195.39 6.65376 99.3225 89.5723 86.5897 182.455 74.7584 285.301 63.8286 398.111
92 120 1 276.585 3.29046 184.659 6.85764 92.7326 88.4573 80.8308 179.793 69.7747 280.865 59.5642 391.673
92 125 1 262.964 3.38593 174.876 7.05955 86.788 87.3608 75.6369 177.173 65.2808 276.497 55.7196 385.332
92 130 1 250.445 3.48048 165.925 7.25939 81.4058 86.306 70.9354 174.689 61.2137 272.41 52.2408 379.466
