zp energy zt 0->1 1->0 1->2 2->1 2->3 3->2 3->4 4->3 4->5 5->4 5->6 6->5
51 50 1 293.611 58.2762 167.527 123.717 41.4436 1092.76 35.8521 2181.83 30.6739 3390.92 25.9091 4720.04
51 55 1 251.698 59.725 143.473 126.261 35.2478 1029.57 30.4945 2041.97 26.0946 3163.46 22.0483 4394.02
51 60 1 218.42 60.5975 124.383 128.34 30.3454 973.953 26.2539 1922.14 22.4684 2972.89 18.9888 4126.21
51 65 1 191.475 61.2036 108.935 129.084 26.3951 928.653 22.8359 1825.43 19.5441 2819.43 16.5198 3910.63
51 70 1 169.315 61.4714 96.2451 129.819 23.1754 884.464 20.0507 1731.09 17.1618 2669.7 14.5087 3700.3
51 75 1 150.839 61.5971 85.6783 129.359 20.5174 847.977 17.7523 1651.08 15.1966 2538.67 12.8505 3510.75
51 80 1 135.248 61.3071 76.7694 128.828 18.2905 814.429 15.8263 1578.71 13.5494 2421.66 11.4598 3343.28
51 85 1 121.955 61.0236 69.1782 128.311 16.4018 784.501 14.1919 1517.08 12.1505 2326.04 10.2778 3211.39
51 90 1 110.526 60.7462 62.6591 127.805 14.7921 755.21 12.7992 1456.76 10.9587 2232.46 9.27065 3082.3
51 95 1 100.621 60.4742 57.0135 127.31 13.4058 727.075 11.5994 1398.86 9.93162 2142.66 8.40238 2958.47
51 100 1 91.9781 60.2097 52.0912 126.477 12.2044 702.936 10.5597 1348.32 9.04145 2062.64 7.64973 2845.9
51 105 1 84.391 59.7994 47.7745 125.28 11.1579 682.817 9.65424 1305.07 8.26651 1992.03 6.99472 2743.7
51 110 1 77.6909 59.2399 43.9646 124.105 10.2382 663.737 8.85834 1264.43 7.58507 1926.18 6.41843 2649
51 115 1 71.7447 58.6904 40.5857 122.95 9.42664 646.413 8.15592 1229.82 6.98359 1873.18 5.90966 2576.48
51 120 1 66.4439 58.1504 37.5757 121.816 8.70746 629.402 7.53353 1195.84 6.45068 1821.13 5.45892 2505.27
51 125 1 61.6982 57.6197 34.8827 120.702 8.06715 612.698 6.97944 1162.47 5.97629 1770.02 5.0577 2435.35
51 130 1 57.5369 57.0978 32.5156 119.606 7.4943 596.362 6.48374 1129.85 5.55187 1720.07 4.6987 2367.01
51 135 1 53.7719 56.5845 30.3751 118.528 6.97826 580.77 6.03698 1098.77 5.16912 1672.53 4.3747 2302.04
