zp energy zt 0->1 1->0 1->2 2->1 2->3 3->2 3->4 4->3 4->5 5->4 5->6 6->5
83 50 1 595.16 2.85852 419.559 6.05697 243.957 159.401 213.614 332.917 185.22 526.607 158.774 740.47
83 55 1 532.893 3.21289 372.412 6.77311 211.931 158.398 185.495 329.389 160.774 519.746 137.768 729.469
83 60 1 481.493 3.70401 333.754 7.77521 186.015 156.701 162.751 324.374 141.01 510.796 120.791 715.965
83 65 1 438.372 4.00521 301.541 8.42155 164.709 154.619 144.062 318.799 124.776 500.961 106.852 701.106
83 70 1 401.698 4.31589 274.328 9.06017 146.958 152.577 128.496 313.323 111.261 491.297 95.2512 686.499
83 75 1 370.138 4.5687 251.067 9.54546 131.996 150.081 115.381 307.2 99.8771 480.903 85.4835 671.19
83 80 1 342.701 4.79581 230.978 10.0284 119.256 147.473 104.218 300.911 90.1909 470.342 77.1748 655.765
83 85 1 318.635 5.02117 213.473 10.507 108.312 144.954 94.6309 294.896 81.8747 460.334 70.0433 641.266
83 90 1 297.361 5.24422 198.098 10.9804 98.8347 142.478 86.3314 288.98 74.6776 450.487 63.8731 626.999
83 95 1 278.423 5.46472 184.496 11.4482 90.5696 140.048 79.0954 283.185 68.4043 440.858 58.4963 613.067
83 100 1 261.461 5.67002 172.388 11.7751 83.3152 137.608 72.7459 277.604 62.901 431.764 53.7805 600.088
83 105 1 246.185 5.79938 161.548 12.0524 76.9109 135.409 67.1417 272.491 58.0448 423.298 49.6201 587.831
83 110 1 232.357 5.92733 151.792 12.3265 71.227 133.245 62.1692 267.456 53.7369 414.961 45.9303 575.759
83 115 1 219.785 6.05386 142.972 12.5975 66.1582 131.157 57.7356 262.67 49.8967 407.136 42.6416 564.556
83 120 1 208.308 6.17895 134.963 12.8653 61.6176 129.124 53.7648 258.044 46.4581 399.627 39.6974 553.872
83 125 1 197.79 6.30263 127.662 13.1301 57.5335 127.12 50.194 253.486 43.3664 392.227 37.0507 543.344
83 130 1 188.12 6.4249 120.983 13.3918 53.8461 125.147 46.9705 248.995 40.5759 384.935 34.6623 532.968
83 135 1 179.201 6.54579 114.853 13.6505 50.505 123.229 44.0504 244.674 38.0484 377.987 32.4992 523.166
83 140 1 170.951 6.66532 109.209 13.8132 47.4679 121.281 41.3962 240.463 35.7516 371.36 30.5339 513.972
83 145 1 163.299 6.7346 103.999 13.9597 44.6985 119.659 38.9765 236.834 33.6579 365.484 28.7426 505.61
83 150 1 156.185 6.8016 99.1755 14.1048 42.1661 118.083 36.7641 233.295 31.7438 359.739 27.1053 497.416
83 155 1 149.556 6.86799 94.6999 14.2486 39.844 116.53 34.7358 229.805 29.9893 354.075 25.6046 489.337
83 160 1 143.365 6.93378 90.5375 14.3911 37.7096 115.016 32.8716 226.434 28.377 348.643 24.2257 481.645
83 165 1 137.573 6.99897 86.658 14.5042 35.7428 113.56 31.1541 223.336 26.8917 343.833 22.9556 475.051
83 170 1 132.143 7.05358 83.035 14.5888 33.9266 112.171 29.5682 220.382 25.5204 339.223 21.7831 468.693
83 175 1 127.045 7.09187 79.6452 14.6728 32.2458 110.945 28.1007 217.715 24.2516 334.983 20.6984 462.749
83 180 1 122.249 7.12994 76.4681 14.7564 30.6871 109.736 26.7401 215.084 23.0754 330.801 19.6929 456.887
83 185 1 117.732 7.16778 73.4853 14.8393 29.239 108.544 25.4761 212.49 21.9827 326.677 18.7589 451.105
83 190 1 113.47 7.20538 70.6805 14.9217 27.8912 107.369 24.2997 209.931 20.966 322.608 17.89 445.401
83 195 1 109.444 7.24277 68.0393 15.0036 26.6345 106.209 23.2031 207.406 20.0182 318.595 17.08 439.774
83 200 1 105.636 7.27992 65.5486 15.053 25.461 105.034 22.179 204.884 19.1333 314.602 16.3238 434.19
83 205 1 102.03 7.3099 63.1968 15.0934 24.3633 103.925 21.2213 202.487 18.3057 310.78 15.6167 428.805
83 210 1 98.6113 7.32787 60.9732 15.1339 23.335 102.959 20.3242 200.342 17.5306 307.283 14.9545 423.784
83 215 1 95.3662 7.34585 58.8683 15.1743 22.3705 102.006 19.4827 198.225 16.8037 303.833 14.3334 418.829
83 220 1 92.2827 7.36384 56.8736 15.2146 21.4644 101.066 18.6924 196.137 16.121 300.427 13.7502 413.938
83 225 1 89.3501 7.38184 54.9812 15.255 20.6122 100.138 17.9491 194.075 15.4789 297.066 13.2018 409.11
83 230 1 86.5582 7.39984 53.1839 15.2953 19.8097 99.2236 17.2491 192.041 14.8744 293.748 12.6854 404.343
83 235 1 83.8978 7.41784 51.4754 15.3356 19.053 98.3433 16.5892 190.123 14.3044 290.675 12.1987 399.998
83 240 1 81.3606 7.43584 49.8496 15.3704 18.3387 97.5157 15.9663 188.41 13.7665 288.054 11.7393 396.447
83 245 1 78.9388 7.45383 48.3012 15.3829 17.6637 96.6768 15.3778 186.698 13.2583 285.445 11.3053 392.92
83 250 1 76.6253 7.46724 46.8252 15.3957 17.0252 95.8917 14.821 185.08 12.7776 282.962 10.8948 389.536
83 255 1 74.4135 7.47262 45.417 15.4087 16.4205 95.2215 14.2938 183.663 12.3224 280.734 10.5062 386.434
