zp energy zt 0->1 1->0 1->2 2->1 2->3 3->2 3->4 4->3 4->5 5->4 5->6 6->5
36 50 1 66.0829 250.049 38.7461 534.61 11.4094 2717.71 9.80829 5254.43 8.35034 8144.76 7.0355 11388.7
36 55 1 57.4811 244.5 33.5125 522.822 9.54389 2538.76 8.20217 4880.15 6.98086 7547.01 5.87996 10539.3
36 60 1 50.3764 239.046 29.2372 510.349 8.09793 2400.49 6.95767 4603.14 5.92009 7118.29 4.98519 9945.94
36 65 1 44.4471 233.295 25.7008 497.29 6.95449 2286.95 5.97384 4369.74 5.08176 6745.65 4.27827 9414.68
36 70 1 39.4532 227.516 22.744 484.459 6.03477 2175.28 5.1827 4140.14 4.40781 6379.05 3.71011 8892
36 75 1 35.2123 221.835 20.2482 471.846 5.28405 2066.3 4.53709 3917.87 3.85797 6026.56 3.24668 8392.35
36 80 1 31.5842 216.245 18.1238 459.758 4.66341 1972.98 4.00347 3738.91 3.4036 5757.57 2.86381 8028.94
36 85 1 28.4594 210.82 16.3019 449.147 4.14451 1905.65 3.55742 3603.9 3.02387 5543.9 2.54389 7725.65
36 90 1 25.7514 206.214 14.7289 438.71 3.70635 1839.37 3.18083 3470.98 2.70334 5333.53 2.27389 7427.03
36 95 1 23.3913 201.681 13.3622 428.44 3.33305 1774.11 2.86005 3340.08 2.43036 5126.35 2.04399 7132.92
36 100 1 21.3237 197.22 12.1681 418.332 3.01248 1709.83 2.58462 3211.14 2.19601 4922.26 1.84664 6843.2
36 105 1 19.5036 192.828 11.1194 408.38 2.73519 1647.58 2.34642 3088.41 1.99336 4730.88 1.67603 6574.98
36 110 1 17.8942 188.502 10.194 398.579 2.49378 1588.75 2.13906 2977.53 1.81698 4564.91 1.52754 6350.9
36 115 1 16.4651 184.241 9.3737 391.206 2.28234 1549.65 1.95747 2898.97 1.66254 4439.18 1.39755 6170.27
36 120 1 15.1911 180.411 8.64362 384.042 2.09613 1511.4 1.79757 2821.98 1.52657 4315.77 1.28311 5992.78
36 125 1 14.0513 177.338 7.99134 376.987 1.93133 1474.42 1.65608 2748.94 1.40625 4200.54 1.18186 5829.22
36 130 1 13.0281 174.311 7.40645 370.037 1.7848 1438.91 1.53028 2680.67 1.2993 4095.32 1.09187 5682.86
36 135 1 12.1065 171.33 6.88024 363.19 1.65395 1403.9 1.41795 2613.37 1.20381 3991.6 1.01154 5538.59
36 140 1 11.274 168.392 6.40533 356.444 1.53664 1369.39 1.31726 2547.02 1.11823 3889.34 0.939535 5396.34
36 145 1 10.5198 165.497 5.97543 349.794 1.43107 1335.36 1.22666 2481.59 1.04123 3788.5 0.874765 5256.08
36 150 1 9.83463 162.643 5.58519 343.24 1.33576 1302.62 1.14486 2420.35 0.97171 3696.42 0.816296 5130.85
36 155 1 9.21063 159.83 5.23002 336.778 1.24941 1270.7 1.07077 2361.41 0.90875 3608.91 0.763346 5013.21
36 160 1 8.64095 157.057 4.90595 331.725 1.17095 1246.81 1.00345 2315.35 0.851553 3537.37 0.715247 4912.85
36 165 1 8.11965 154.322 4.60956 327.412 1.09946 1226.51 0.942122 2275.04 0.799444 3473.03 0.67143 4820.46
36 170 1 7.64159 151.789 4.33787 323.162 1.03415 1206.49 0.88609 2235.29 0.751843 3409.57 0.631407 4729.33
36 175 1 7.20226 149.982 4.08829 318.972 0.97432 1186.74 0.834771 2196.07 0.70825 3346.97 0.594757 4639.42
36 180 1 6.79773 148.201 3.85856 314.841 0.919392 1167.94 0.787658 2160.11 0.668232 3291.32 0.561115 4561.6
36 185 1 6.42452 146.445 3.64668 310.768 0.868847 1149.58 0.744307 2125.34 0.631413 3238.04 0.530164 4487.68
36 190 1 6.07959 144.714 3.45092 306.751 0.822236 1131.46 0.704334 2091.03 0.597465 3185.46 0.501629 4414.74
36 195 1 5.76025 143.006 3.26971 302.789 0.779166 1113.59 0.6674 2057.19 0.5661 3133.58 0.475266 4342.78
36 200 1 5.4641 141.322 3.1017 298.881 0.739291 1095.95 0.633207 2023.78 0.537065 3082.39 0.450865 4271.76
36 205 1 5.18903 139.661 2.94567 295.026 0.702306 1078.54 0.601496 1990.82 0.510139 3031.86 0.428236 4201.67
36 210 1 4.93315 138.023 2.80054 291.222 0.667943 1061.36 0.572034 1958.28 0.485124 2981.99 0.407215 4132.49
36 215 1 4.69476 136.406 2.66536 287.468 0.635962 1044.69 0.544615 1927.32 0.461847 2935.36 0.387656 4068.82
36 220 1 4.4744 134.811 2.54028 283.764 0.60615 1028.79 0.519059 1898.98 0.440151 2894.34 0.369426 4014.88
36 225 1 4.27304 133.237 2.42568 280.108 0.578319 1013.09 0.495202 1871 0.419899 2853.85 0.35241 3961.62
36 230 1 4.08441 131.683 2.31836 276.585 0.552299 998.229 0.472898 1844.41 0.400966 2815.14 0.336505 3910.4
36 235 1 3.90751 130.15 2.21772 274.02 0.527938 987.406 0.452018 1824.11 0.383244 2784.12 0.321616 3867.46
36 240 1 3.74138 128.636 2.12324 271.489 0.5051 976.722 0.432444 1804.06 0.366631 2753.51 0.30766 3825.06
36 245 1 3.58521 127.142 2.03444 268.992 0.483663 966.175 0.414072 1784.27 0.351038 2723.28 0.294562 3783.21
36 250 1 3.43822 125.686 1.95087 266.527 0.463516 955.763 0.396805 1764.74 0.336385 2693.44 0.282254 3741.89
36 255 1 3.29973 124.646 1.87214 264.094 0.444558 945.482 0.38056 1745.44 0.322599 2663.98 0.270675 3701.09
36 260 1 3.1691 123.619 1.7979 261.693 0.4267 935.331 0.365257 1726.4 0.309613 2634.89 0.259769 3660.8
36 265 1 3.04578 122.605 1.72782 259.323 0.409859 925.307 0.350827 1707.58 0.297369 2606.15 0.249485 3621.01
36 270 1 2.92923 121.605 1.66159 256.982 0.39396 915.407 0.337204 1689 0.28581 2577.78 0.239778 3581.72
36 275 1 2.81898 120.618 1.59896 254.672 0.378936 905.629 0.324332 1670.65 0.274889 2549.75 0.230607 3542.91
36 280 1 2.71459 119.643 1.53966 252.39 0.364725 895.972 0.312156 1652.53 0.264559 2522.06 0.221932 3504.57
36 285 1 2.61567 118.68 1.48347 250.349 0.351269 887.423 0.300628 1636.17 0.254779 2496.6 0.21372 3468.7
36 290 1 2.52185 117.73 1.43018 248.603 0.338517 879.927 0.289704 1621.45 0.245512 2473.16 0.205939 3435.08
36 295 1 2.43279 116.791 1.37961 246.88 0.326422 872.523 0.279343 1606.9 0.236722 2450.02 0.198559 3401.86
36 300 1 2.34819 115.864 1.33156 245.179 0.314939 865.211 0.269507 1592.53 0.228379 2427.15 0.191554 3369.05
36 305 1 2.26775 114.949 1.28589 243.499 0.30403 857.987 0.260162 1578.34 0.220452 2404.56 0.184899 3336.64
36 310 1 2.19122 114.058 1.24244 241.84 0.293656 850.852 0.251277 1564.32 0.212916 2382.23 0.178572 3304.61
36 315 1 2.11835 113.362 1.20107 240.202 0.283784 843.802 0.242822 1550.46 0.205744 2360.18 0.172552 3272.96
36 320 1 2.04892 112.675 1.16165 238.585 0.274383 836.837 0.23477 1536.77 0.198916 2338.38 0.16682 3241.68
36 325 1 1.98272 111.997 1.12407 236.987 0.265424 829.955 0.227097 1523.24 0.192408 2316.85 0.161357 3210.77
36 330 1 1.91956 111.327 1.08822 235.409 0.25688 823.648 0.21978 1511.84 0.186202 2300 0.156148 3188.1
36 335 1 1.85925 110.665 1.05399 233.85 0.248725 817.462 0.212797 1500.77 0.180281 2283.76 0.151177 3166.45
36 340 1 1.80164 110.011 1.02129 232.31 0.240938 811.349 0.206128 1489.82 0.174626 2267.73 0.146431 3145.06
36 345 1 1.74657 109.366 0.990034 230.789 0.233497 805.309 0.199756 1479 0.169222 2251.88 0.141896 3123.92
36 350 1 1.69389 108.728 0.960137 229.286 0.226382 799.339 0.193663 1468.31 0.164056 2236.21 0.13756 3103.04
36 355 1 1.64348 108.099 0.931526 227.842 0.219574 793.721 0.187834 1458.21 0.159113 2221.3 0.133411 3082.99
36 360 1 1.5952 107.477 0.904128 226.713 0.213056 789.18 0.182253 1449.73 0.154381 2208.38 0.12944 3065.11
36 365 1 1.54894 106.862 0.877877 225.597 0.206813 784.693 0.176908 1441.36 0.149849 2195.61 0.125637 3047.44
36 370 1 1.5046 106.254 0.852713 224.495 0.200829 780.258 0.171785 1433.09 0.145506 2183 0.121992 3029.97
36 375 1 1.46206 105.654 0.828577 223.407 0.195091 775.877 0.166872 1424.92 0.141341 2170.53 0.118497 3012.71
36 380 1 1.42124 105.061 0.805415 222.331 0.189586 771.547 0.162159 1416.84 0.137345 2158.21 0.115144 2995.66
36 385 1 1.38205 104.475 0.783176 221.269 0.1843 767.268 0.157634 1408.86 0.133509 2146.03 0.111925 2978.8
36 390 1 1.3444 103.896 0.761814 220.22 0.179224 763.038 0.153288 1400.96 0.129825 2134 0.108834 2962.14
36 395 1 1.30822 103.416 0.741284 219.183 0.174346 758.858 0.149113 1393.16 0.126285 2122.1 0.105864 2945.67
36 400 1 1.27343 102.985 0.721544 218.159 0.169656 754.726 0.145098 1385.45 0.122882 2110.34 0.103009 2929.39
36 405 1 1.23997 102.559 0.702556 217.147 0.165145 750.641 0.141237 1377.83 0.119609 2098.72 0.100263 2913.3
36 410 1 1.20776 102.139 0.684281 216.147 0.160805 746.603 0.137521 1370.29 0.11646 2087.22 0.0976204 2897.38
36 415 1 1.17675 101.723 0.666687 215.159 0.156626 742.611 0.133944 1362.84 0.113428 2075.86 0.0950768 2881.65
36 420 1 1.14688 101.312 0.64974 214.182 0.152601 738.665 0.130499 1355.48 0.110508 2064.62 0.0926272 2866.1
36 425 1 1.1181 100.907 0.63341 213.217 0.148723 734.762 0.12718 1348.2 0.107695 2053.51 0.090267 2850.72
36 430 1 1.09035 100.506 0.617667 212.263 0.144984 730.904 0.12398 1340.99 0.104983 2042.53 0.087992 2835.52
36 435 1 1.06359 100.11 0.602485 211.32 0.141379 727.089 0.120895 1333.87 0.102368 2031.67 0.0857983 2820.48
36 440 1 1.03778 99.7182 0.587838 210.388 0.137901 723.317 0.117918 1326.83 0.0998449 2020.93 0.0836821 2805.61
36 445 1 1.01286 99.3314 0.573702 209.467 0.134544 719.586 0.115045 1319.86 0.0974103 2010.3 0.0816399 2790.9
36 450 1 0.988803 98.9492 0.560053 208.556 0.131303 715.896 0.112272 1312.98 0.0950599 1999.8 0.0796683 2776.36
36 455 1 0.965568 98.5714 0.54687 207.656 0.128173 712.326 0.109593 1306.3 0.0927898 1989.57 0.0777642 2762.15
36 460 1 0.943118 98.198 0.534133 206.976 0.125149 709.516 0.107005 1300.78 0.0905966 1980.77 0.0759246 2749.48
36 465 1 0.921419 97.8289 0.521822 206.317 0.122225 706.751 0.104503 1295.34 0.0884769 1972.07 0.0741467 2736.96
36 470 1 0.90044 97.4641 0.509919 205.666 0.119399 704.017 0.102085 1289.95 0.0864274 1963.47 0.0724278 2724.58
36 475 1 0.880148 97.1034 0.498407 205.023 0.116665 701.315 0.0997453 1284.63 0.0844453 1954.97 0.0707653 2712.33
36 480 1 0.860515 96.7469 0.487268 204.388 0.11402 698.642 0.0974821 1279.37 0.0825276 1946.56 0.0691569 2700.22
36 485 1 0.841514 96.3945 0.476487 203.76 0.11146 696 0.0952916 1274.16 0.0806716 1938.24 0.0676004 2688.24
36 490 1 0.823118 96.0461 0.46605 203.139 0.108982 693.387 0.0931709 1269.01 0.0788748 1930.01 0.0660934 2676.39
36 495 1 0.805303 95.7016 0.455942 202.526 0.106582 690.804 0.0911172 1263.92 0.0771346 1921.87 0.0646341 2664.66
36 500 1 0.788045 95.361 0.44615 201.92 0.104256 688.248 0.0891276 1258.88 0.075449 1913.82 0.0632205 2653.06
36 505 1 0.771321 95.0242 0.436662 201.321 0.102003 685.721 0.0871995 1253.9 0.0738155 1905.86 0.0618506 2641.59
36 510 1 0.75511 94.6912 0.427464 200.729 0.0998185 683.222 0.0853306 1248.97 0.0722321 1897.98 0.0605228 2630.24
36 515 1 0.739392 94.4486 0.418546 200.145 0.0977004 680.75 0.0835185 1244.1 0.0706969 1890.18 0.0592354 2619.01
36 520 1 0.724147 94.2088 0.409897 199.566 0.095646 678.306 0.0817609 1239.27 0.0692079 1882.47 0.0579869 2607.9
36 525 1 0.709358 93.9719 0.401505 198.995 0.0936529 675.887 0.0800558 1234.5 0.0677633 1874.84 0.0567756 2596.9
36 530 1 0.695006 93.7379 0.393362 198.43 0.0917186 673.495 0.078401 1229.78 0.0663615 1867.29 0.0556001 2586.02
36 535 1 0.681075 93.5066 0.385458 197.871 0.089841 671.129 0.0767948 1225.11 0.0650008 1859.82 0.0544591 2575.26
36 540 1 0.667549 93.2781 0.377783 197.319 0.0880179 668.788 0.0752351 1220.49 0.0636796 1852.43 0.0533513 2564.61
36 545 1 0.654413 93.0522 0.37033 196.774 0.0862472 666.562 0.0737204 1216.28 0.0623965 1845.92 0.0522755 2555.5
36 550 1 0.641652 92.8291 0.363089 196.234 0.084527 664.478 0.0722489 1212.58 0.06115 1840.55 0.0512304 2548.38
36 555 1 0.629252 92.6085 0.356054 195.701 0.0828554 662.417 0.070819 1208.93 0.0599388 1835.23 0.0502148 2541.33
36 560 1 0.617201 92.3906 0.349216 195.173 0.0812307 660.378 0.0694292 1205.31 0.0587616 1829.98 0.0492278 2534.37
36 565 1 0.605485 92.1751 0.342568 194.652 0.0796512 658.361 0.0680781 1201.74 0.0576171 1824.78 0.0482683 2527.48
36 570 1 0.594093 91.9622 0.336104 194.136 0.0781151 656.366 0.0667642 1198.2 0.0565043 1819.63 0.0473353 2520.67
36 575 1 0.583013 91.7518 0.329817 193.626 0.0766211 654.392 0.0654863 1194.7 0.0554219 1814.54 0.0464278 2513.93
36 580 1 0.572234 91.5438 0.323701 193.122 0.0751676 652.438 0.064243 1191.23 0.0543688 1809.51 0.045545 2507.26
36 585 1 0.561745 91.3383 0.317749 192.623 0.0737531 650.506 0.0630332 1187.81 0.0533441 1804.53 0.044686 2500.67
36 590 1 0.551537 91.135 0.311957 192.13 0.0723764 648.594 0.0618556 1184.42 0.0523468 1799.6 0.0438499 2494.15
36 595 1 0.541599 90.9342 0.306318 191.642 0.071036 646.702 0.0607093 1181.06 0.0513759 1794.73 0.0430359 2487.69
36 600 1 0.531923 90.7356 0.300827 191.16 0.0697309 644.831 0.059593 1177.75 0.0504305 1789.91 0.0422434 2481.31
36 605 1 0.522499 90.5393 0.295479 190.683 0.0684597 642.978 0.0585058 1174.46 0.0495098 1785.13 0.0414716 2474.99
36 610 1 0.513318 90.3452 0.29027 190.301 0.0672214 641.599 0.0574468 1171.93 0.0486128 1781.28 0.0407197 2469.67
36 615 1 0.504374 90.1534 0.285195 190.028 0.0660148 640.454 0.0564148 1169.72 0.0477389 1777.82 0.0399871 2464.76
36 620 1 0.495658 89.9637 0.280248 189.759 0.0648389 639.321 0.0554092 1167.53 0.0468873 1774.4 0.0392732 2459.91
36 625 1 0.487162 89.7762 0.275427 189.493 0.0636927 638.202 0.0544289 1165.38 0.0460571 1771.01 0.0385774 2455.12
36 630 1 0.478879 89.5908 0.270727 189.231 0.0625752 637.096 0.0534733 1163.24 0.0452478 1767.67 0.037899 2450.38
36 635 1 0.470803 89.4074 0.266144 188.972 0.0614855 636.002 0.0525413 1161.13 0.0444587 1764.36 0.0372375 2445.69
36 640 1 0.462926 89.2262 0.261675 188.716 0.0604227 634.921 0.0516324 1159.05 0.043689 1761.09 0.0365923 2441.05
36 645 1 0.455243 89.047 0.257314 188.464 0.0593859 633.853 0.0507458 1156.98 0.0429382 1757.86 0.035963 2436.47
36 650 1 0.447747 88.8697 0.253061 188.215 0.0583743 632.797 0.0498808 1154.94 0.0422057 1754.66 0.0353491 2431.93
36 655 1 0.440432 88.6945 0.248909 187.969 0.0573871 631.754 0.0490366 1152.93 0.0414909 1751.49 0.0347499 2427.45
36 660 1 0.433292 88.5212 0.244858 187.726 0.0564236 630.722 0.0482127 1150.94 0.0407932 1748.37 0.0341652 2423.01
36 665 1 0.426323 88.3498 0.240903 187.486 0.055483 629.702 0.0474084 1148.96 0.0401122 1745.27 0.0335944 2418.63
36 670 1 0.419519 88.1803 0.237042 187.25 0.0545646 628.694 0.0466231 1147.02 0.0394472 1742.21 0.0330371 2414.29
36 675 1 0.412874 88.0127 0.233271 187.016 0.0536678 627.697 0.0458562 1145.09 0.0387979 1739.19 0.0324928 2410
36 680 1 0.406384 87.847 0.229588 186.786 0.0527918 626.712 0.0451072 1143.18 0.0381637 1736.2 0.0319613 2405.75
36 685 1 0.400045 87.683 0.22599 186.559 0.0519361 625.738 0.0443755 1141.3 0.0375442 1733.24 0.0314421 2401.56
36 690 1 0.393851 87.5209 0.222476 186.334 0.0511 624.775 0.0436606 1139.43 0.0369389 1730.31 0.0309349 2397.4
36 695 1 0.387799 87.3606 0.219041 186.112 0.050283 623.823 0.0429621 1137.59 0.0363474 1727.42 0.0304392 2393.3
36 700 1 0.381884 87.2552 0.215684 185.893 0.0494845 622.882 0.0422793 1135.77 0.0357694 1724.55 0.0299547 2389.24
36 705 1 0.376102 87.17 0.212403 185.677 0.048704 621.951 0.041612 1133.97 0.0352044 1721.72 0.0294812 2385.22
36 710 1 0.370449 87.0861 0.209195 185.464 0.0479409 621.031 0.0409595 1132.18 0.034652 1718.92 0.0290183 2381.24
36 715 1 0.364923 87.0033 0.206059 185.253 0.0471948 620.121 0.0403216 1130.42 0.0341119 1716.15 0.0285657 2377.31
36 720 1 0.359518 86.9216 0.202991 185.045 0.0464651 619.222 0.0396977 1128.68 0.0335837 1713.41 0.0281231 2373.42
36 725 1 0.354231 86.8411 0.199991 184.84 0.0457513 618.333 0.0390875 1126.95 0.0330671 1710.7 0.0276902 2369.57
36 730 1 0.34906 86.7617 0.197056 184.638 0.0450532 617.453 0.0384906 1125.25 0.0325617 1708.02 0.0272667 2365.76
36 735 1 0.344 86.6834 0.194185 184.438 0.0443701 616.584 0.0379066 1123.56 0.0320673 1705.36 0.0268524 2361.99
36 740 1 0.339049 86.6061 0.191375 184.24 0.0437016 615.724 0.0373351 1121.89 0.0315835 1702.74 0.026447 2358.27
36 745 1 0.334204 86.53 0.188626 184.045 0.0430474 614.874 0.0367758 1120.24 0.0311101 1700.14 0.0260503 2354.58
36 750 1 0.329461 86.4549 0.185934 183.853 0.0424071 614.033 0.0362284 1118.61 0.0306467 1697.57 0.025662 2350.93
36 755 1 0.324819 86.3809 0.1833 183.663 0.0417803 613.202 0.0356926 1116.99 0.0301931 1695.03 0.0252818 2347.32
36 760 1 0.320273 86.3078 0.18072 183.475 0.0411666 612.38 0.0351679 1115.39 0.0297489 1692.52 0.0249097 2343.75
36 765 1 0.315823 86.2359 0.178194 183.29 0.0405657 611.567 0.0346542 1113.81 0.0293141 1690.03 0.0245453 2340.22
36 770 1 0.311464 86.1649 0.17572 183.107 0.0399772 610.763 0.0341511 1112.25 0.0288882 1687.57 0.0241885 2336.72
36 775 1 0.307194 86.0949 0.173298 182.927 0.0394008 609.968 0.0336584 1110.7 0.0284711 1685.14 0.023839 2333.26
36 780 1 0.303012 86.0258 0.170924 182.748 0.0388362 609.182 0.0331757 1109.18 0.0280625 1682.73 0.0234966 2329.84
