zp energy zt 0->1 1->0 1->2 2->1 2->3 3->2 3->4 4->3 4->5 5->4 5->6 6->5
90 50 1 736.416 1.46013 529.591 3.0921 322.767 109.473 282.484 231.44 244.818 368.993 209.77 522.132
90 55 1 659.577 1.67886 470.625 3.54908 281.674 109.586 246.415 230.854 213.47 367.354 182.839 519.086
90 60 1 596.162 1.89309 422.213 3.99668 248.263 109.57 217.103 229.748 188.005 364.531 160.972 513.919
90 65 1 542.986 2.10302 381.831 4.42102 220.677 109.549 192.91 228.661 166.997 361.757 142.938 508.838
90 70 1 497.786 2.28387 347.692 4.7946 197.597 108.721 172.679 226.237 149.436 357.345 127.869 502.042
90 75 1 458.916 2.61637 318.492 5.46564 178.068 107.81 155.565 223.377 134.586 352.168 115.131 494.183
90 80 1 425.15 2.77378 293.264 5.80385 161.378 106.574 140.946 220.16 121.905 346.564 104.256 485.785
90 85 1 395.557 2.93751 271.274 6.1512 146.991 105.376 128.347 217.016 110.98 341.071 94.8902 477.542
90 90 1 369.416 3.10288 251.954 6.46341 134.492 104.171 117.405 213.897 101.494 335.641 86.7606 469.404
90 95 1 346.165 3.22711 234.861 6.7148 123.557 102.819 107.835 210.582 93.2009 330.003 79.6547 461.082
90 100 1 325.353 3.34523 219.643 6.96527 113.932 101.405 99.4134 207.177 85.9043 324.279 73.4045 452.713
90 105 1 306.622 3.46269 206.016 7.21399 105.41 100.042 91.9598 203.927 79.4482 318.871 67.8753 444.874
90 110 1 289.678 3.57921 193.753 7.46052 97.8279 98.7012 85.329 200.731 73.7059 313.549 62.9588 437.157
90 115 1 274.28 3.69464 182.664 7.70461 91.0488 97.3832 79.402 197.585 68.5744 308.309 58.566 429.557
90 120 1 260.228 3.80892 172.595 7.94614 84.9618 96.0986 74.0813 194.535 63.9688 303.256 54.6242 422.261
90 125 1 247.357 3.92199 163.416 8.15747 79.4743 94.8275 69.2857 191.587 59.8185 298.435 51.0727 415.372
90 130 1 235.525 4.00894 155.017 8.29728 74.509 93.5187 64.9472 188.633 56.0646 293.641 47.8611 408.542
