zp energy zt 0->1 1->0 1->2 2->1 2->3 3->2 3->4 4->3 4->5 5->4 5->6 6->5
69 50 1 742.812 10.715 433.753 22.6561 124.695 373.351 108.707 765.024 93.7693 1197.68 79.8818 1671.31
69 55 1 636.957 11.6087 372.212 24.5733 107.467 360.212 93.6777 734.305 80.8025 1146.85 68.841 1597.86
69 60 1 554.076 12.4855 323.86 26.1707 93.6427 347.754 81.6199 705.531 70.3998 1099.5 59.9825 1529.66
69 65 1 487.636 13.0298 284.994 27.3512 82.3525 336.276 71.7712 679.307 61.9012 1056.44 52.7426 1467.68
69 70 1 433.364 13.5661 253.195 28.5141 73.0253 325.244 63.637 654.337 54.8837 1015.79 46.7654 1409.61
69 75 1 388.294 14.0945 226.751 29.6598 65.2074 314.916 56.8184 631.112 49 978.247 41.752 1356.32
69 80 1 350.361 14.6151 204.477 30.7633 58.5944 304.955 51.0512 608.809 44.0237 942.325 37.5117 1305.5
69 85 1 318.062 15.0309 185.507 31.4346 52.9526 296.217 46.1323 589.487 39.7803 911.246 33.8965 1261.49
69 90 1 290.268 15.3321 169.177 32.0969 48.0865 288.049 41.8888 571.334 36.1185 881.952 30.7755 1219.9
69 95 1 266.148 15.6292 155.008 32.7009 43.8686 280.152 38.2114 554.06 32.9457 854.425 28.0716 1181.25
69 100 1 245.052 15.8668 142.619 33.1042 40.1868 273.391 35.0018 539.467 30.1769 831.334 25.7122 1148.99
69 105 1 226.467 16.0452 131.708 33.5026 36.9492 266.883 32.1792 525.413 27.7416 809.093 23.6365 1117.92
69 110 1 209.998 16.2214 122.044 33.8962 34.0904 260.498 29.6873 511.622 25.592 787.266 21.8045 1087.43
69 115 1 195.32 16.3957 113.436 34.1431 31.5524 254.583 27.4751 498.795 23.6838 766.778 20.1783 1058.53
69 120 1 182.172 16.4905 105.73 34.3412 29.2865 249.208 25.5002 487.003 21.9801 747.726 18.7261 1031.38
69 125 1 170.343 16.5755 98.8003 34.5377 27.2573 243.928 23.7317 475.417 20.4546 729.005 17.4261 1004.69
69 130 1 159.655 16.6598 92.5436 34.7324 25.4321 238.761 22.1411 464.075 19.0827 710.676 16.2568 978.563
69 135 1 149.959 16.7435 86.8706 34.85 23.782 234.163 20.7029 454.426 17.8419 695.641 15.199 957.807
69 140 1 141.135 16.7957 81.7115 34.9039 22.2878 230.173 19.4008 446.062 16.7188 682.571 14.2416 939.7
69 145 1 133.079 16.8156 77.0044 34.9583 20.9302 226.248 18.2179 437.833 15.6985 669.711 13.372 921.884
69 150 1 125.7 16.8358 72.6967 35.013 19.693 222.387 17.14 429.734 14.7689 657.055 12.5797 904.351
69 155 1 118.925 16.8562 68.7436 35.0679 18.5623 218.586 16.1549 421.763 13.9194 644.599 11.8558 887.094
69 160 1 112.687 16.8768 65.1064 35.0792 17.5262 214.822 15.2524 413.908 13.1412 632.336 11.1926 870.107
69 165 1 106.929 16.8955 61.752 35.0113 16.5746 211.873 14.4235 407.523 12.4265 621.959 10.5837 855.182
69 170 1 101.604 16.8612 58.6509 34.9454 15.6982 208.972 13.6603 401.238 11.7686 611.744 10.0231 840.49
69 175 1 96.6667 16.8279 55.7781 34.8814 14.8894 206.117 12.9559 395.052 11.1614 601.688 9.50584 826.025
69 180 1 92.081 16.7955 53.1111 34.8192 14.1413 203.311 12.3044 388.972 10.5998 591.803 9.0274 811.803
69 185 1 87.8122 16.7641 50.6295 34.7589 13.4467 200.611 11.6994 383.116 10.0782 582.274 8.58286 798.086
69 190 1 83.8327 16.7335 48.3173 34.7002 12.8018 197.999 11.1378 377.536 9.59395 573.313 8.17021 785.329
69 195 1 80.1166 16.7037 46.1593 34.6432 12.202 195.579 10.6155 372.653 9.14362 565.867 7.78647 775.221
69 200 1 76.6408 16.6747 44.142 34.5878 11.6432 193.194 10.1288 367.841 8.72408 558.53 7.42898 765.259
69 205 1 73.385 16.6465 42.2533 34.5339 11.1216 190.844 9.67466 363.098 8.33259 551.297 7.09541 755.44
69 210 1 70.3307 16.6191 40.4824 34.4815 10.6341 188.528 9.25018 358.423 7.9667 544.167 6.78366 745.761
69 215 1 67.4617 16.5923 38.8197 34.4306 10.1777 186.244 8.85283 353.813 7.62421 537.138 6.49186 736.219
69 220 1 64.7629 16.5663 37.2563 34.381 9.74968 184.006 8.48015 349.296 7.30298 530.252 6.21816 726.872
69 225 1 62.221 16.541 35.7843 34.3328 9.34764 181.814 8.1301 344.873 7.00123 523.509 5.96103 717.722
69 230 1 59.8243 16.5163 34.397 34.286 8.96975 179.652 7.8011 340.509 6.71764 516.856 5.71939 708.695
69 235 1 57.5619 16.4923 33.088 34.2081 8.61411 177.5 7.49148 336.193 6.45078 510.289 5.49202 699.787
69 240 1 55.424 16.469 31.8516 34.1061 8.2791 176.005 7.19985 333.027 6.19945 505.174 5.27791 692.444
69 245 1 53.4016 16.436 30.6823 34.0061 7.96306 174.531 6.92475 329.905 5.96239 500.128 5.07595 685.201
69 250 1 51.4865 16.3891 29.5755 33.9081 7.66459 173.078 6.66496 326.826 5.73852 495.152 4.88525 678.056
69 255 1 49.6711 16.3431 28.5268 33.8119 7.38241 171.645 6.41937 323.788 5.52689 490.242 4.70498 671.007
69 260 1 47.9489 16.2981 27.5321 33.7176 7.11536 170.232 6.18695 320.792 5.32662 485.4 4.5344 664.054
69 265 1 46.3132 16.2539 26.5877 33.6251 6.86217 168.855 5.96657 317.873 5.13672 480.678 4.37261 657.271
69 270 1 44.7586 16.2105 25.6903 33.5343 6.6221 167.497 5.75762 314.992 4.95666 476.018 4.21922 650.575
69 275 1 43.2798 16.1679 24.837 33.4453 6.39425 166.157 5.55932 312.148 4.78579 471.417 4.07366 643.966
69 280 1 41.8721 16.1262 24.0249 33.3579 6.17782 164.835 5.37096 309.341 4.62349 466.876 3.93541 637.44
69 285 1 40.5309 16.0852 23.2515 33.2721 5.97204 163.574 5.19189 306.748 4.4692 462.792 3.80398 631.707
69 290 1 39.2521 16.0451 22.5142 33.1879 5.77624 162.391 5.0215 304.429 4.3224 459.303 3.67894 627.012
69 295 1 38.032 16.0056 21.8109 33.1053 5.58978 161.223 4.85925 302.14 4.18261 455.859 3.55988 622.378
69 300 1 36.867 15.9669 21.1396 33.0242 5.41208 160.07 4.70462 299.881 4.0494 452.46 3.44642 617.804
69 305 1 35.754 15.9289 20.4983 32.9446 5.2426 158.932 4.55716 297.651 3.92236 449.104 3.33822 613.288
69 310 1 34.6898 15.8916 19.8853 32.8664 5.08084 157.809 4.41641 295.45 3.80112 445.791 3.23496 608.831
69 315 1 33.6716 15.855 19.299 32.7896 4.92634 156.7 4.28199 293.276 3.68532 442.52 3.13634 604.429
69 320 1 32.697 15.819 18.7378 32.7142 4.77867 155.605 4.15352 291.13 3.57466 439.29 3.04209 600.084
69 325 1 31.7634 15.7837 18.2004 32.6402 4.63744 154.524 4.03065 289.011 3.46883 436.1 2.95197 595.793
69 330 1 30.8686 15.749 17.6854 32.5675 4.50228 153.457 3.91307 286.918 3.36755 432.95 2.86572 591.555
69 335 1 30.0104 15.715 17.1916 32.496 4.3728 152.408 3.80042 284.862 3.27052 429.858 2.78309 587.396
69 340 1 29.187 15.6815 16.7178 32.4259 4.24867 151.381 3.69243 282.849 3.17749 426.83 2.70385 583.324
69 345 1 28.3964 15.6487 16.263 32.3569 4.12966 150.366 3.58889 280.859 3.0883 423.838 2.62789 579.301
69 350 1 27.637 15.6164 15.8263 32.2892 4.01549 149.363 3.48957 278.894 3.00275 420.881 2.55503 575.326
69 355 1 26.9073 15.5847 15.4066 32.2227 3.90591 148.372 3.39424 276.952 2.92064 417.96 2.4851 571.399
69 360 1 26.2056 15.5536 15.0031 32.1572 3.80067 147.394 3.3027 275.033 2.84179 415.074 2.41796 567.518
69 365 1 25.5307 15.5231 14.6151 32.0927 3.69956 146.51 3.21475 273.279 2.76604 412.4 2.35345 563.873
69 370 1 24.8811 15.4931 14.2417 32.0293 3.60237 145.883 3.13021 271.966 2.69324 410.28 2.29146 560.823
69 375 1 24.2556 15.4636 13.8822 31.9672 3.50889 145.263 3.0489 270.669 2.62322 408.185 2.23184 557.811
69 380 1 23.6531 15.4349 13.536 31.9061 3.41893 144.651 2.97066 269.388 2.55584 406.116 2.17447 554.836
69 385 1 23.0724 15.4071 13.2024 31.8461 3.33232 144.048 2.89534 268.123 2.49097 404.073 2.11924 551.896
69 390 1 22.5126 15.3798 12.8807 31.7872 3.2489 143.451 2.82278 266.874 2.4285 402.054 2.06604 548.992
69 395 1 21.9726 15.353 12.5706 31.7293 3.16851 142.863 2.75287 265.64 2.3683 400.06 2.01479 546.123
69 400 1 21.4516 15.3267 12.2713 31.6724 3.091 142.282 2.68547 264.421 2.31026 398.089 1.96538 543.288
69 405 1 20.9486 15.3008 11.9824 31.6166 3.01625 141.708 2.62046 263.217 2.25429 396.143 1.91773 540.486
69 410 1 20.4629 15.2755 11.7035 31.5617 2.94413 141.141 2.55774 262.027 2.20028 394.219 1.87175 537.717
69 415 1 19.9937 15.2506 11.4341 31.5078 2.8745 140.582 2.4972 260.852 2.14816 392.318 1.82737 534.981
69 420 1 19.5402 15.2261 11.1737 31.4549 2.80727 140.029 2.43874 259.691 2.09782 390.44 1.78452 532.277
69 425 1 19.1018 15.2021 10.9221 31.4028 2.74231 139.483 2.38226 258.544 2.04919 388.584 1.74313 529.604
69 430 1 18.6779 15.1785 10.6787 31.3517 2.67954 138.944 2.32768 257.41 2.0022 386.749 1.70312 526.962
