zp energy zt 0->1 1->0 1->2 2->1 2->3 3->2 3->4 4->3 4->5 5->4 5->6 6->5
34 50 1 55.9264 306.864 32.5021 659.625 9.07773 3169.85 7.78486 6130.01 6.61128 9540.13 5.55699 13400.2
34 55 1 48.3385 298.827 27.9585 640.365 7.57849 2995.98 6.49725 5766.62 5.51613 8952.29 4.63515 12553
34 60 1 42.1213 290.341 24.2701 621.389 6.41894 2826.15 5.50171 5411.28 4.6697 8376.75 3.9229 11722.6
34 65 1 36.9706 282.002 21.2372 602.745 5.50377 2666.47 4.71622 5091.08 4.00206 7876.58 3.36126 11023
34 70 1 32.6616 273.8 18.7153 584.995 4.76894 2527.69 4.08568 4820.39 3.46625 7463.09 2.91065 10455.8
34 75 1 29.025 266.003 16.5975 569.246 4.17009 2425.37 3.57195 4611.48 3.02981 7127.58 2.54368 9973.68
34 80 1 25.9315 259.227 14.8036 553.758 3.67573 2324.67 3.14794 4405.87 2.66967 6797.35 2.24093 9499.12
34 85 1 23.281 252.562 13.272 538.522 3.26297 2225.54 2.79398 4203.43 2.3691 6472.21 1.98831 9031.86
34 90 1 20.9952 246.002 11.955 523.527 2.91485 2132.83 2.49552 4023.73 2.1157 6196.21 1.77537 8650.27
34 95 1 19.012 239.544 10.8153 508.765 2.61862 2042.62 2.24159 3851.11 1.90013 5934.23 1.59425 8291.97
34 100 1 17.2818 233.184 9.82314 497.557 2.36451 1981.45 2.02379 3726.16 1.71528 5731.69 1.43896 7998.03
34 105 1 15.7645 227.659 8.95471 486.729 2.14493 1924.31 1.83562 3612.75 1.55559 5552.04 1.30484 7742.18
34 110 1 14.4277 223.06 8.1908 476.066 1.95394 1868.83 1.67198 3504.27 1.41674 5382.37 1.18823 7503.14
34 115 1 13.2446 218.532 7.5157 465.566 1.78682 1814.17 1.5288 3397.38 1.29527 5215.19 1.08623 7267.59
34 120 1 12.1933 214.071 6.91652 455.223 1.63978 1760.31 1.40284 3292.04 1.18842 5050.42 0.996515 7035.44
34 125 1 11.2554 209.676 6.38258 445.032 1.50974 1709.11 1.29146 3195.78 1.09395 4905.05 0.917208 6836.91
34 130 1 10.4158 205.346 5.90501 434.991 1.39421 1658.78 1.19252 3101.44 1.01004 4762.99 0.846772 6643.42
34 135 1 9.66158 201.079 5.47635 425.557 1.29112 1612.13 1.10424 3013.2 0.935179 4628.78 0.783942 6458.86
34 140 1 8.9819 196.873 5.09033 418.824 1.19877 1579.82 1.02516 2947.83 0.868129 4522.85 0.727671 6304.87
34 145 1 8.36755 192.726 4.74164 412.189 1.11572 1548.43 0.954061 2885.21 0.807849 4422.5 0.677086 6160.33
34 150 1 7.81069 189.857 4.42574 405.651 1.04079 1518.52 0.889909 2827.6 0.753465 4332.89 0.631454 6034.39
34 155 1 7.30458 187.106 4.13876 399.207 0.972945 1489.03 0.831837 2770.81 0.70424 4244.53 0.590154 5910.21
34 160 1 6.84343 184.395 3.87738 392.854 0.911342 1459.95 0.77911 2714.79 0.65955 4157.39 0.552662 5787.74
34 165 1 6.42223 181.722 3.63874 386.591 0.855243 1431.26 0.731097 2659.55 0.618859 4071.44 0.518528 5666.93
34 170 1 6.03665 179.086 3.42033 380.415 0.804018 1402.97 0.68726 2605.05 0.58171 3986.65 0.487367 5547.77
34 175 1 5.6829 176.488 3.22001 374.325 0.757125 1375.91 0.647133 2554.67 0.547708 3910.62 0.458849 5443.76
34 180 1 5.35769 173.925 3.03589 368.318 0.714095 1349.86 0.610314 2507.59 0.516511 3841.51 0.432685 5351.62
34 185 1 5.05813 171.398 2.86632 362.392 0.674519 1324.16 0.576453 2461.14 0.487823 3773.32 0.408627 5260.71
34 190 1 4.78167 168.905 2.70985 356.547 0.638042 1298.8 0.545246 2415.3 0.461385 3706.03 0.386458 5171.01
34 195 1 4.52607 166.445 2.56521 351.165 0.604352 1275.78 0.516426 2373.23 0.436971 3643.5 0.365987 5086.6
34 200 1 4.28935 164.018 2.43126 347.039 0.573177 1258.15 0.489758 2339.58 0.414382 3591.32 0.347047 5013.39
34 205 1 4.07369 161.623 2.30898 342.97 0.544275 1240.75 0.465037 2306.37 0.393442 3539.84 0.329492 4941.14
34 210 1 3.87613 159.26 2.19678 338.955 0.517434 1223.58 0.442079 2273.6 0.373999 3489.02 0.313192 4869.84
34 215 1 3.69201 157.415 2.09223 334.994 0.492464 1206.63 0.420724 2241.26 0.355913 3438.87 0.298031 4799.46
34 220 1 3.52015 155.76 1.99468 331.086 0.469199 1189.91 0.400827 2209.34 0.339064 3389.37 0.283908 4730
34 225 1 3.35953 154.126 1.90351 327.229 0.447488 1173.4 0.382261 2177.82 0.323342 3340.5 0.27073 4661.43
34 230 1 3.2092 152.514 1.8182 323.423 0.427198 1157.1 0.364911 2146.71 0.308651 3292.25 0.258417 4593.72
34 235 1 3.06833 150.923 1.73827 319.666 0.40821 1141.01 0.348675 2115.99 0.294904 3244.61 0.246896 4526.88
34 240 1 2.93615 149.352 1.66328 316.566 0.390416 1127.72 0.333461 2089.69 0.282023 3202.47 0.236101 4466.05
34 245 1 2.81198 147.802 1.59285 313.673 0.373719 1115.14 0.319186 2064.51 0.269937 3161.79 0.225973 4406.98
34 250 1 2.6952 146.272 1.52662 310.818 0.358033 1102.71 0.305775 2039.65 0.258584 3121.62 0.21646 4348.64
34 255 1 2.58525 144.762 1.46426 308 0.343278 1090.44 0.293162 2015.09 0.247907 3081.96 0.207513 4291.03
34 260 1 2.48162 143.349 1.4055 305.219 0.329384 1079.32 0.281285 1994.81 0.237853 3051.7 0.199089 4249.98
34 265 1 2.38384 142.192 1.35006 302.473 0.316286 1068.35 0.270088 1974.87 0.228376 3022.03 0.191149 4209.83
34 270 1 2.2915 141.05 1.29771 299.762 0.303926 1057.53 0.259523 1955.19 0.219433 2992.74 0.183657 4170.18
34 275 1 2.2042 139.923 1.24823 297.086 0.292248 1046.84 0.249542 1935.74 0.210986 2963.81 0.17658 4131.03
34 280 1 2.1216 138.81 1.2014 294.443 0.281207 1036.28 0.240105 1916.54 0.202999 2935.23 0.169889 4092.36
34 285 1 2.04337 137.711 1.15706 291.833 0.270755 1025.85 0.231173 1897.58 0.19544 2907.01 0.163557 4054.16
34 290 1 1.96922 136.626 1.11504 289.256 0.260854 1015.55 0.222711 1878.84 0.188279 2879.14 0.157558 4016.44
34 295 1 1.89887 135.555 1.07517 287.118 0.251465 1007.07 0.214687 1862.95 0.181489 2854.77 0.151871 3982.52
34 300 1 1.83208 134.497 1.03732 285.16 0.242554 999.145 0.207073 1847.93 0.175046 2831.5 0.146474 3949.87
34 305 1 1.76861 133.452 1.00135 283.227 0.234091 991.322 0.199841 1833.09 0.168927 2808.52 0.141349 3917.62
34 310 1 1.70825 132.42 0.967148 281.318 0.226046 983.595 0.192966 1818.43 0.16311 2785.82 0.136478 3885.76
34 315 1 1.65081 131.4 0.934602 279.434 0.218392 975.961 0.186426 1803.95 0.157577 2763.39 0.131844 3854.29
34 320 1 1.59611 130.393 0.903607 277.572 0.211105 968.42 0.1802 1789.64 0.15231 2741.23 0.127432 3823.19
34 325 1 1.54398 129.546 0.87407 275.734 0.204163 960.97 0.174269 1775.5 0.147291 2719.33 0.12323 3792.46
34 330 1 1.49426 128.786 0.845902 273.918 0.197543 953.608 0.168614 1761.54 0.142507 2697.7 0.119224 3762.1
34 335 1 1.44681 128.036 0.819021 272.124 0.191228 946.334 0.163218 1747.73 0.137943 2676.32 0.115402 3732.1
34 340 1 1.40151 127.295 0.793354 270.352 0.185198 939.146 0.158067 1734.09 0.133585 2655.19 0.111753 3702.45
34 345 1 1.35822 126.563 0.768828 268.602 0.179438 932.043 0.153147 1720.61 0.129423 2634.31 0.108268 3673.14
34 350 1 1.31683 125.84 0.74538 266.873 0.173932 925.023 0.148443 1707.29 0.125444 2613.68 0.104936 3644.18
34 355 1 1.27723 125.126 0.722948 265.164 0.168664 918.085 0.143943 1694.12 0.121638 2593.28 0.10175 3615.56
